name,question_1,question_2,question_4,question_5,question_6,question_7,question_8,question_9,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_18,question_19,question_20
hs2267,0,0,0,0,0,5,1,10,10,0,0,10,10,4,6,10,0,0,0
hs2470,0,1,0,0,10,6,1,0,10,0,0,10,10,5,6,10,0,10,0
hs3249,0,3,0,0,0,3,7,0,10,0,0,10,10,1,5,10,0,10,0
hs1441,0,0,0,0,0,2,7,0,10,0,0,10,10,0,2,10,0,10,0
hs3303,1,5,10,0,0,1,7,0,10,0,0,10,10,0,6,10,0,10,0
hs1485,1,8,0,0,0,4,7,0,10,0,0,10,10,3,6,10,0,10,0
hs3699,0,5,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs1690,0,6,0,0,0,3,7,0,10,0,0,10,10,0,7,10,0,10,0
hs1198,0,4,0,0,0,3,7,0,10,0,0,10,10,2,7,10,0,10,0
hs10221,0,6,0,0,0,6,7,0,10,0,0,10,10,10,10,10,0,10,0
hs8119,0,1,0,0,0,6,7,0,10,0,0,10,10,4,7,10,0,10,0
hs13957,1,7,0,0,0,3,7,0,10,0,0,10,10,10,10,10,0,10,0
hs4829,0,0,0,0,0,10,7,0,10,0,0,10,10,2,6,10,0,10,0
hs1665,1,5,0,0,0,4,7,0,10,0,0,10,10,3,7,10,0,10,0
hs8954,0,2,0,0,0,5,7,0,10,0,0,10,10,5,6,10,0,10,0
hs11235,0,5,0,0,0,3,1,0,10,0,0,10,10,3,6,10,0,10,0
hs10925,0,0,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10404,0,2,0,0,0,4,1,0,10,0,0,10,10,4,8,10,0,10,0
hs19229,1,4,0,0,10,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs8906,0,0,0,0,0,10,1,0,10,0,0,10,10,1,4,10,0,10,0
hs2544,1,3,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs20567,1,10,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs12863,2,6,0,0,10,3,1,0,10,0,0,10,10,7,7,10,0,10,0
hs2381,0,0,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs16337,0,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs12966,0,3,0,0,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs6280,0,1,0,0,0,4,7,0,10,0,0,10,10,4,7,10,0,10,0
hs527,0,3,0,0,0,4,1,0,10,0,0,10,10,1,6,10,0,10,0
hs5711,0,5,0,0,0,1,7,0,10,0,0,10,10,1,5,10,0,10,0
hs1694,0,5,0,0,0,3,1,0,10,0,0,10,10,4,6,10,0,10,0
hs13513,0,0,0,0,10,6,7,0,10,0,0,10,10,4,6,10,0,10,0
hs9653,0,6,0,0,0,3,1,0,10,0,0,10,10,5,7,10,0,10,0
hs13964,0,1,0,0,0,5,1,0,10,0,0,10,10,6,6,10,0,10,0
hs10812,0,5,10,0,0,3,7,0,10,0,0,10,10,7,8,10,0,10,0
hs591,0,0,0,0,0,0,7,10,10,0,0,10,10,0,4,10,0,10,0
hs9972,0,2,0,0,0,5,1,0,10,0,0,10,10,7,8,10,0,10,0
hs3021,0,2,0,0,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs607,1,7,0,0,0,3,7,0,10,0,0,10,10,0,6,10,0,10,0
hs177,0,4,0,0,0,4,1,0,10,0,0,10,10,0,5,10,0,10,0
hs12339,0,10,0,0,0,6,1,0,10,0,0,10,10,5,7,10,0,10,0
hs2830,0,2,0,0,0,6,7,0,10,0,0,10,10,1,5,10,0,10,0
hs3438,0,0,0,0,0,6,7,0,10,0,0,10,10,0,7,10,0,10,0
hs15401,0,0,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs11124,0,0,0,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs13616,0,10,0,0,0,10,1,0,10,0,0,10,10,5,7,10,0,10,0
hs19391,0,0,0,0,0,5,1,10,10,0,0,10,10,7,8,10,0,0,0
hs1954,0,7,0,0,0,0,7,10,10,0,0,10,3,0,4,10,0,10,0
hs1269,2,6,0,0,0,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs3950,0,4,0,0,0,3,7,10,10,0,0,10,6,2,2,10,0,10,0
hs17447,0,5,0,0,0,2,7,0,10,0,0,10,10,6,7,10,0,10,0
hs832,0,0,0,0,0,4,1,10,10,0,0,10,10,0,7,10,0,0,0
hs17035,0,3,0,0,0,2,1,0,10,0,0,10,10,5,7,10,0,10,0
hs2554,0,7,0,0,0,2,7,0,10,0,0,10,10,3,7,10,0,10,0
hs4397,0,8,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs12227,0,9,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs19073,0,1,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs15065,0,0,0,0,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs6726,0,2,0,0,0,3,7,0,10,0,0,10,10,2,7,10,0,10,0
hs2664,0,0,0,0,0,10,1,0,10,0,0,10,10,0,3,10,0,10,0
hs8544,0,2,0,0,0,4,1,0,10,0,0,10,10,1,5,10,0,10,0
hs2658,0,2,0,0,0,1,7,0,10,0,0,10,10,1,6,10,0,10,0
hs12188,0,3,0,0,0,5,1,0,10,0,0,10,10,6,7,10,0,10,0
hs5088,0,0,0,0,0,4,1,0,10,0,0,10,10,6,7,10,0,10,0
hs1750,0,8,0,0,0,2,7,0,10,0,0,10,10,3,7,10,0,10,0
hs10739,0,3,0,0,0,2,7,0,10,0,0,10,10,5,7,10,0,10,0
hs14355,0,6,0,10,0,4,1,10,10,0,0,10,4,10,10,10,0,10,10
hs5342,0,5,0,0,0,3,7,10,10,0,0,10,5,8,8,10,0,10,0
hs13531,0,2,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs14418,0,6,0,0,0,5,1,0,10,0,0,10,10,5,7,10,0,10,0
hs16179,0,8,0,0,0,5,1,10,10,0,0,10,2,7,8,10,0,10,10
hs13876,0,5,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs12659,0,5,0,0,0,4,1,0,10,0,0,10,10,6,7,10,0,10,0
hs9231,0,4,0,0,0,5,1,0,10,0,0,10,10,2,6,10,0,10,0
hs4712,0,0,0,0,0,6,1,0,10,0,0,10,10,1,7,10,0,10,0
hs4084,0,5,0,0,0,4,7,0,10,0,0,10,10,3,7,10,0,10,0
hs781,0,6,0,0,0,2,1,0,10,0,0,10,10,0,7,10,0,10,0
hs7914,0,9,0,0,0,1,7,0,10,0,0,10,10,1,5,10,0,10,0
hs1248,0,2,0,0,0,4,1,0,10,0,0,10,10,0,3,10,0,10,0
hs384,0,3,0,0,0,2,1,10,10,0,0,10,7,0,6,10,0,10,10
hs2308,0,0,0,0,0,10,1,0,10,0,0,10,10,1,2,10,0,10,0
hs999,0,0,0,0,0,6,1,0,10,0,0,10,10,0,2,10,0,10,0
hs16761,0,0,0,0,0,6,1,0,10,0,0,10,10,3,7,10,0,10,0
hs15107,1,9,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs1902,0,3,0,0,0,6,1,0,10,0,0,10,10,6,7,10,0,10,0
hs3057,0,10,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs16542,0,0,0,0,0,2,1,0,10,0,0,10,10,7,7,10,0,10,0
hs14996,0,5,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs1062,0,1,0,0,0,5,1,0,10,0,0,10,10,3,4,10,0,10,0
hs9050,0,3,0,0,0,4,1,0,10,0,0,10,10,4,6,10,0,10,0
hs1780,0,4,0,0,0,4,1,0,10,0,0,10,10,3,4,10,0,10,0
hs13238,0,2,0,0,0,2,7,10,10,0,0,10,8,2,4,10,0,10,0
hs17890,0,2,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs15860,0,5,0,0,0,4,1,0,10,0,0,10,10,6,6,10,0,10,0
hs6143,0,8,0,0,0,4,1,0,10,0,0,10,10,3,4,10,0,10,0
hs3878,1,9,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs17075,0,6,10,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs3849,1,7,0,0,0,4,1,0,10,0,0,10,10,2,7,10,0,10,0
hs10056,0,2,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs4030,0,6,0,0,0,4,1,0,10,0,0,10,10,4,4,10,0,10,0
hs1461,0,5,0,0,0,5,1,0,10,0,0,10,10,0,3,10,0,10,0
hs9596,0,5,0,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs1022,0,6,0,0,0,4,1,0,10,0,0,10,10,0,6,10,0,10,0
hs17235,0,0,0,0,0,10,1,0,10,0,0,10,10,5,7,10,0,10,0
hs4750,0,5,0,0,0,10,1,0,10,0,0,10,10,2,4,10,0,10,0
hs255,0,4,0,0,0,10,1,0,10,0,0,10,10,0,6,10,0,10,0
hs1599,0,5,0,0,0,10,1,0,10,0,0,10,10,5,5,10,0,10,0
hs5428,0,6,0,0,0,10,1,0,10,0,0,10,10,2,4,10,0,10,0
hs5353,0,4,0,0,0,10,1,0,10,0,0,10,10,1,7,10,0,10,0
hs2116,0,7,0,0,0,2,1,0,10,0,0,10,10,3,5,10,0,10,0
hs4277,0,6,0,0,0,1,7,0,10,0,0,10,10,0,1,10,0,10,0
hs9621,0,3,0,0,0,3,7,0,10,0,0,10,10,1,2,10,0,10,0
hs13926,0,7,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs19309,0,5,0,0,0,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs13540,0,1,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs8531,0,6,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8563,1,10,0,0,0,3,1,10,10,0,0,10,0,6,6,10,0,10,10
hs20808,0,0,0,0,0,5,1,0,10,0,0,10,10,6,7,10,0,10,0
hs15330,0,10,0,0,0,1,7,0,10,0,0,10,10,6,6,10,0,10,0
hs8024,0,2,0,0,0,6,1,0,10,0,0,10,10,1,7,10,0,10,0
hs10491,0,1,0,0,10,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs15282,0,0,0,0,0,2,7,0,10,0,0,10,10,7,7,10,0,10,0
hs11125,2,6,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs5198,0,0,0,0,0,6,1,0,10,0,0,10,10,2,5,10,0,10,0
hs6916,1,7,0,0,0,5,1,0,10,0,0,10,10,2,4,10,0,10,0
hs1801,0,6,0,0,0,1,1,0,10,0,0,10,10,0,6,10,0,10,0
hs5644,0,5,0,0,0,4,1,10,10,0,0,10,5,10,10,10,0,10,10
hs16278,1,6,0,0,10,3,1,0,10,0,0,10,10,5,6,10,0,10,0
hs16888,0,5,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs2570,3,9,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs11870,0,8,0,0,0,1,1,0,10,0,0,10,10,1,7,10,0,10,0
hs11066,6,10,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs17540,1,10,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs240,0,7,0,0,0,3,1,0,10,0,0,10,10,0,0,10,0,10,0
hs1181,0,8,0,0,0,3,1,10,10,0,0,10,2,3,7,10,0,10,10
hs4629,0,1,0,0,0,4,1,0,10,0,0,10,10,1,2,10,0,10,0
hs20062,2,8,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs17084,1,6,0,0,0,1,1,0,10,0,0,10,10,3,7,10,0,10,0
hs18896,0,4,0,0,0,2,1,10,10,0,0,10,6,7,8,10,0,10,10
hs9368,0,3,0,0,0,2,1,10,10,0,0,10,7,2,2,10,0,10,10
hs13190,0,0,0,0,0,2,7,0,10,0,0,10,10,5,6,10,0,10,0
hs20634,0,1,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs19991,1,6,0,0,0,2,7,10,10,0,0,10,4,10,10,10,0,10,0
hs11058,0,0,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs13639,0,0,0,0,0,6,1,0,10,0,0,10,10,2,6,10,0,10,0
hs4016,0,0,0,0,0,6,1,0,10,0,0,10,10,0,5,10,0,10,0
hs9346,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs17311,0,7,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs9122,1,1,0,0,0,6,1,0,10,0,0,10,10,1,5,10,0,10,0
hs18545,0,0,0,0,0,10,1,0,10,0,0,10,10,4,7,10,0,10,0
hs1077,0,2,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs17170,0,2,10,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs1267,0,0,0,0,0,10,1,0,10,0,0,10,10,0,7,10,0,10,0
hs1148,1,5,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs299,0,7,0,0,0,1,7,0,10,0,0,10,10,6,8,10,0,10,0
hs6824,0,0,0,0,0,5,1,0,10,0,0,10,10,8,8,10,0,10,0
hs1312,1,3,0,0,0,6,1,0,10,0,0,10,10,0,2,10,0,10,0
hs2652,0,0,0,0,0,1,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10366,0,4,0,0,0,3,1,0,10,0,0,10,10,3,6,10,0,10,0
hs15112,0,10,0,0,0,3,1,0,10,0,0,10,10,4,6,10,0,10,0
hs6417,0,5,0,0,10,2,1,0,10,0,0,10,10,5,7,10,0,10,0
hs5510,1,8,0,0,0,3,1,10,10,0,0,10,2,10,10,10,0,10,10
hs8461,2,4,0,0,0,6,1,0,10,0,0,10,10,2,4,10,0,10,0
hs12964,0,5,0,0,0,2,1,0,10,0,0,10,10,2,2,10,0,10,0
hs13152,0,0,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs17030,1,5,0,0,10,6,1,0,10,0,0,10,10,4,6,10,0,10,0
hs18187,2,8,0,0,0,4,1,0,10,0,0,10,10,4,7,10,0,10,0
hs19066,1,6,0,0,0,6,1,0,10,0,0,10,10,4,4,10,0,10,0
hs6518,8,8,10,0,10,10,0,0,10,0,0,10,10,1,5,10,0,10,0
hs8719,0,10,0,0,0,0,1,10,10,0,0,10,0,8,8,10,0,10,10
hs19531,0,0,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs3340,0,1,0,0,0,4,1,0,10,0,0,10,10,2,3,10,0,10,0
hs18289,0,8,0,0,0,5,1,0,10,0,0,10,10,4,6,10,0,10,0
hs3363,0,9,0,0,0,1,1,0,10,0,0,10,10,7,7,10,0,10,0
hs10654,1,7,0,10,0,1,1,10,10,0,0,10,3,1,7,10,0,10,10
hs17323,1,9,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs7740,0,10,0,0,0,5,1,0,10,0,0,10,10,2,7,10,0,10,0
hs8511,0,5,0,0,0,1,1,0,10,0,0,10,10,1,4,10,0,10,0
hs18414,0,1,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8815,0,9,0,0,0,2,7,0,10,0,0,10,10,7,8,10,0,10,0
hs15909,0,7,0,0,0,1,1,0,10,0,0,10,10,7,8,10,0,10,0
hs23,0,7,0,0,0,1,7,0,10,0,0,10,10,6,8,10,0,10,0
hs1556,0,0,0,0,0,1,1,0,10,0,0,10,10,8,8,10,0,10,0
hs14691,2,10,0,0,0,2,1,0,10,0,0,10,10,4,7,10,0,10,0
hs17168,1,9,0,0,0,1,7,0,10,0,0,10,10,4,7,10,0,10,0
hs9433,0,8,0,0,0,2,7,0,10,0,0,10,10,4,4,10,0,10,0
hs2637,1,6,0,0,0,2,1,0,10,0,0,10,10,8,8,10,0,10,0
hs1714,0,6,0,0,10,5,1,0,10,0,0,10,10,4,6,10,0,10,0
hs2612,0,10,0,0,0,6,1,0,10,0,0,10,10,0,7,10,0,10,0
hs2499,0,2,0,0,0,10,1,0,10,0,0,10,10,0,4,10,0,10,0
hs7245,0,2,0,0,0,6,1,10,10,0,0,10,8,3,6,10,0,10,10
hs2974,0,4,0,0,0,6,1,0,10,0,0,10,10,7,8,10,0,10,0
hs8807,0,0,0,0,0,6,1,0,10,0,0,10,10,3,7,10,0,10,0
hs507,0,0,0,0,0,10,1,0,10,0,0,10,10,0,0,10,0,10,0
hs3553,0,2,0,0,0,6,1,0,10,0,0,10,10,1,7,10,0,10,0
hs1664,0,1,0,0,0,5,1,0,10,0,0,10,10,1,3,10,0,10,0
hs8117,0,0,0,0,0,2,7,10,10,0,0,10,10,1,7,10,0,10,0
hs9928,6,3,10,10,10,5,0,0,10,0,0,10,10,2,2,10,0,10,0
hs7685,2,8,10,10,10,3,0,10,0,0,0,10,2,2,2,10,0,10,10
hs3984,1,5,0,0,0,4,1,0,10,0,0,10,10,1,3,10,0,10,0
hs13241,0,4,0,0,0,4,1,0,10,0,0,10,10,6,8,10,0,10,0
hs15966,0,8,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs14741,0,6,0,0,0,3,1,0,10,0,0,10,10,6,8,10,0,10,0
hs19068,0,6,0,0,0,0,7,10,10,0,0,10,4,6,7,10,0,10,0
hs13605,0,8,0,0,0,1,7,0,10,0,0,10,10,2,2,10,0,10,0
hs20350,6,6,0,10,10,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs21520,5,7,0,0,10,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8834,4,5,0,0,0,4,0,0,10,0,0,10,10,10,10,10,0,10,0
hs15643,1,6,0,0,0,4,1,10,10,0,0,10,4,3,3,10,0,10,10
hs21115,0,10,0,0,0,0,1,10,10,0,0,10,0,10,10,10,0,10,10
hs12622,1,4,0,0,0,3,1,10,10,0,0,10,6,3,5,10,0,10,10
hs2061,0,8,0,0,0,3,1,10,10,0,0,10,2,5,7,10,0,10,10
hs2006,0,10,0,0,0,5,1,0,10,0,0,10,10,5,6,10,0,10,0
hs1414,0,1,0,0,0,1,7,10,10,0,0,10,9,2,7,10,0,10,0
hs2928,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs15796,0,3,0,0,0,5,1,0,10,0,0,10,10,7,7,10,0,10,0
hs19778,1,9,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10556,1,0,0,0,0,4,1,0,10,0,0,10,10,3,5,10,0,10,0
hs1286,1,4,0,0,0,3,1,0,10,0,0,10,10,0,7,10,0,10,0
hs9581,0,0,0,0,0,1,1,10,10,0,0,10,10,1,2,10,0,0,0
hs7221,2,6,0,0,0,6,1,0,10,0,0,10,10,7,8,10,0,10,0
hs16077,0,0,0,0,0,10,0,0,10,0,0,10,10,5,8,10,0,10,0
hs9852,1,5,0,10,10,6,1,0,10,0,0,10,10,6,7,10,0,10,0
hs8579,1,9,0,10,0,3,1,10,10,0,0,10,1,4,7,10,0,10,10
hs15888,1,4,0,0,10,3,7,10,10,0,0,10,6,5,6,10,0,10,0
hs16962,0,2,0,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs19030,0,2,0,0,0,2,7,0,10,0,0,10,10,10,10,10,0,10,0
hs16655,0,5,0,0,0,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs10552,0,1,0,0,0,3,1,0,10,0,0,10,10,1,6,10,0,10,0
hs20197,0,0,0,0,0,10,1,0,10,0,0,10,10,5,7,10,0,10,0
hs11756,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8615,0,2,0,0,0,1,7,0,10,0,0,10,10,3,7,10,0,10,0
hs9800,0,5,0,0,0,4,7,0,10,0,0,10,10,6,6,10,0,10,0
hs8694,0,10,0,0,0,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs18361,0,0,0,0,0,1,1,10,10,0,0,10,10,10,10,10,0,0,0
hs15621,0,3,0,0,0,3,1,0,10,0,0,10,10,7,7,10,0,10,0
hs18703,0,0,0,0,0,10,0,0,10,0,0,10,10,7,7,10,0,10,0
hs14924,0,2,0,0,0,4,1,0,10,0,0,10,10,7,7,10,0,10,0
hs11385,0,5,0,0,0,3,1,10,10,0,0,10,5,10,10,10,0,10,10
hs15826,0,10,0,0,0,4,0,0,10,0,0,10,10,8,8,10,0,10,0
hs6546,1,3,0,0,0,4,1,0,10,0,0,10,10,2,5,10,0,10,0
hs3542,0,1,0,0,0,10,0,0,10,0,0,10,10,1,7,10,0,10,0
hs9390,0,0,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs20777,0,0,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs16023,0,0,0,0,0,4,1,0,10,0,0,10,10,6,8,10,0,10,0
hs14439,2,4,0,0,0,6,1,0,10,0,0,10,10,2,4,10,0,10,0
hs8305,1,10,0,0,0,2,1,0,10,0,0,10,10,2,6,10,0,10,0
hs19546,0,2,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8828,0,3,0,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs12725,3,6,10,0,0,10,0,0,10,0,0,10,10,10,10,10,0,10,0
hs2574,1,6,0,0,0,3,1,10,10,0,0,10,4,10,10,10,0,10,10
hs4128,1,2,0,10,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs7039,0,2,0,0,0,4,1,0,10,0,0,10,10,3,6,10,0,10,0
hs7192,0,5,0,0,0,1,7,10,10,0,0,10,5,7,7,10,0,10,0
hs19125,0,3,0,0,0,2,1,10,10,0,0,10,7,5,6,10,0,10,10
hs20640,1,9,10,10,0,2,7,0,10,0,0,10,10,7,8,10,0,10,0
hs11705,0,7,0,0,0,1,7,0,10,0,0,10,10,5,7,10,0,10,0
hs10330,0,4,0,0,0,5,1,0,10,0,0,10,10,2,3,10,0,10,0
hs20653,0,4,0,0,0,6,1,0,10,0,0,10,10,6,6,10,0,10,0
hs18101,0,3,0,0,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs11439,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs9986,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs17629,0,5,0,0,0,6,1,0,10,0,0,10,10,4,7,10,0,10,0
hs12559,0,0,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs16371,0,0,0,0,0,4,1,0,10,0,0,10,10,5,6,10,0,10,0
hs12761,0,2,0,0,0,10,1,0,10,0,0,10,10,4,4,10,0,10,0
hs4745,0,8,0,0,0,4,7,0,10,0,0,10,10,5,7,10,0,10,0
hs16428,0,2,0,0,0,4,1,0,10,0,0,10,10,5,5,10,0,10,0
hs4804,0,3,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs15036,0,0,0,0,0,10,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8120,0,4,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs15928,0,4,0,0,0,10,1,0,10,0,0,10,10,7,8,10,0,10,0
hs671,0,7,0,0,0,4,1,0,10,0,0,10,10,0,6,10,0,10,0
hs18157,0,7,0,0,0,4,7,0,10,0,0,10,10,7,8,10,0,10,0
hs18311,0,6,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs18761,0,8,0,0,0,1,7,10,10,0,0,10,2,7,8,10,0,10,0
hs17016,0,6,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs21060,0,3,0,0,0,3,7,0,10,0,0,10,10,6,7,10,0,10,0
hs6159,0,5,0,0,0,6,1,0,10,0,0,10,10,6,8,10,0,10,0
hs577,0,4,0,0,0,1,1,0,10,0,0,10,10,0,6,10,0,10,0
hs21285,0,2,0,0,0,6,1,0,10,0,0,10,10,7,7,10,0,10,0
hs1042,0,3,0,0,0,2,7,0,10,0,0,10,10,3,6,10,0,10,0
hs1245,0,1,0,0,0,3,7,0,10,0,0,10,10,2,7,10,0,10,0
hs15007,0,10,0,0,0,1,7,0,10,0,0,10,10,6,7,10,0,10,0
hs1950,0,8,0,0,0,1,7,0,10,0,0,10,10,1,5,10,0,10,0
hs8958,0,0,0,0,0,4,7,0,10,0,0,10,10,10,10,10,0,10,0
hs4370,0,5,0,0,0,5,1,0,10,0,0,10,10,4,4,10,0,10,0
hs273,0,3,0,0,0,3,7,0,10,0,0,10,10,1,7,10,0,10,0
hs13743,0,6,0,0,0,3,1,0,10,0,0,10,10,3,7,10,0,10,0
hs18436,1,3,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs6561,0,2,0,0,0,5,1,0,10,0,0,10,10,8,8,10,0,10,0
hs9660,0,5,0,0,0,5,1,0,10,0,0,10,10,6,7,10,0,10,0
hs4965,0,2,0,0,0,6,1,0,10,0,0,10,10,1,3,10,0,10,0
hs4405,0,0,0,0,0,3,7,0,10,0,0,10,10,5,7,10,0,10,0
hs11618,0,0,0,0,0,10,1,0,10,0,0,10,10,6,7,10,0,10,0
hs18070,0,0,0,0,0,10,1,0,10,0,0,10,10,7,7,10,0,10,0
hs4004,1,7,0,0,0,3,1,0,10,0,0,10,10,1,5,10,0,10,0
hs4408,0,5,0,0,0,2,1,10,10,0,0,10,5,4,8,10,0,10,10
hs3325,0,6,0,0,0,4,1,0,10,0,0,10,10,1,6,10,0,10,0
hs7056,0,3,0,0,0,1,1,0,10,0,0,10,10,6,7,10,0,10,0
hs11629,0,5,0,0,0,1,7,0,10,0,0,10,10,3,4,10,0,10,0
hs15954,0,5,0,0,0,3,7,10,10,0,0,10,5,8,8,10,0,10,0
hs2981,0,3,0,10,0,3,7,0,10,0,0,10,10,1,6,10,0,10,0
hs3305,2,3,0,0,0,3,7,0,10,0,0,10,10,0,6,10,0,10,0
hs1434,0,2,0,0,0,3,7,0,10,0,0,10,10,1,6,10,0,10,0
hs1861,0,5,0,0,0,2,7,0,10,0,0,10,10,0,4,10,0,10,0
hs16176,0,2,0,0,0,5,1,0,10,0,0,10,10,6,8,10,0,10,0
hs19347,0,3,0,0,0,4,7,0,10,0,0,10,10,4,4,10,0,10,0
hs19927,0,3,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs19051,0,0,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs3430,0,4,0,0,0,5,7,0,10,0,0,10,10,6,6,10,0,10,0
hs7831,0,1,0,0,0,5,1,0,10,0,0,10,10,4,6,10,0,10,0
hs16482,0,0,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs12664,0,1,0,0,0,3,7,10,10,0,0,10,9,3,5,10,0,10,0
hs21813,1,7,0,0,10,2,7,0,10,0,0,10,10,6,7,10,0,10,0
hs451,0,5,0,0,0,3,7,0,10,0,0,10,10,0,4,10,0,10,0
hs8820,0,4,0,0,0,3,7,0,10,0,0,10,10,5,6,10,0,10,0
hs8419,0,4,0,0,0,4,7,0,10,0,0,10,10,4,4,10,0,10,0
hs434,0,5,0,0,0,2,7,10,10,0,0,10,5,0,3,10,0,10,0
hs3454,0,6,0,0,0,1,7,10,10,0,0,10,4,1,6,10,0,10,0
hs7436,0,4,0,0,0,4,7,0,10,0,0,10,10,2,7,10,0,10,0
hs4943,0,3,0,0,0,6,7,0,10,0,0,10,10,3,7,10,0,10,0
hs1730,0,1,0,0,0,10,7,0,10,0,0,10,10,5,5,10,0,10,0
hs1190,2,6,0,0,0,5,7,0,10,0,0,10,10,0,3,10,0,10,0
hs14644,0,6,0,0,0,1,7,10,10,0,0,10,4,5,5,10,0,10,0
