name,question_1,question_2,question_4,question_5,question_6,question_7,question_8,question_9,question_10,question_11,question_12,question_13,question_14,question_15,question_16,question_17,question_18,question_19,question_20
hs3891,0,8,0,0,0,0,7,0,10,0,0,10,10,0,5,10,0,10,0
hs5181,0,5,0,0,0,2,1,0,10,0,0,10,10,2,7,10,0,10,0
hs16444,0,0,0,0,0,0,7,10,10,0,0,10,10,8,8,10,0,10,0
hs1052,0,3,0,0,0,0,7,10,10,0,0,10,7,10,10,10,0,10,0
hs3680,0,6,0,0,0,0,7,10,10,0,0,10,4,1,7,10,0,10,0
hs3477,0,6,0,0,0,0,1,0,10,0,0,10,10,1,7,10,0,10,0
hs595,0,4,0,0,0,1,1,0,10,0,0,10,10,4,7,10,0,10,0
hs12375,0,1,0,0,0,1,1,0,10,0,0,10,10,4,4,10,0,10,0
hs560,0,5,0,0,0,0,1,10,10,0,0,10,5,4,4,10,0,10,10
hs9344,0,8,0,0,0,0,7,0,10,0,0,10,10,2,7,10,0,10,0
hs4387,0,5,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs11074,1,3,0,0,0,6,1,0,10,0,0,10,10,8,8,10,0,10,0
hs13934,0,3,0,0,0,4,7,0,10,0,0,10,10,5,6,10,0,10,0
hs7133,0,5,0,0,0,1,1,0,10,0,0,10,10,6,8,10,0,10,0
hs9246,0,6,0,0,0,2,1,0,10,0,0,10,10,1,1,10,0,10,0
hs6256,0,7,0,0,0,0,1,10,10,0,0,10,3,4,6,10,0,10,10
hs9302,0,4,0,0,0,2,1,10,10,0,0,10,6,5,7,10,0,10,10
hs16160,0,8,0,0,0,0,1,10,10,0,0,10,2,6,7,10,0,10,10
hs3723,0,9,0,0,0,0,7,0,10,0,0,10,10,2,4,10,0,10,0
hs18668,0,0,0,0,0,0,7,10,10,0,0,10,10,5,6,10,0,10,0
hs14044,0,8,0,0,0,0,1,10,10,0,0,10,2,2,6,10,0,10,10
hs2549,0,7,0,0,0,0,7,10,10,0,0,10,3,5,5,10,0,10,0
hs13850,0,8,0,0,0,0,7,0,10,0,0,10,10,3,7,10,0,10,0
hs11088,0,9,0,0,0,0,7,10,10,0,0,10,1,1,6,10,0,10,0
hs4837,0,6,0,0,0,1,1,10,10,0,0,10,4,8,8,10,0,10,10
hs326,0,8,0,0,0,0,1,0,10,0,0,10,10,2,7,10,0,10,0
hs3467,0,9,0,0,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs18758,0,5,0,0,0,0,1,10,10,0,0,10,5,7,8,10,0,10,10
hs15963,0,6,0,0,0,0,7,10,10,0,0,10,4,6,7,10,0,10,0
hs262,0,3,0,0,0,1,7,0,10,0,0,10,10,0,5,10,0,10,0
hs2865,0,0,0,0,0,0,9,10,10,10,0,10,10,1,6,0,0,10,0
hs19804,0,5,0,0,0,0,1,0,10,0,0,10,10,5,6,10,0,10,0
hs3988,0,5,0,0,0,2,1,0,10,0,0,10,10,0,0,10,0,10,0
hs18,1,6,0,0,0,1,7,10,10,0,0,10,4,0,0,10,0,10,0
hs11634,0,9,0,0,0,0,7,0,10,0,0,10,10,1,6,10,0,10,0
hs4769,0,2,0,0,0,5,1,10,10,0,0,10,8,6,7,10,0,10,10
hs19441,0,7,0,0,0,1,1,10,10,0,0,10,3,5,6,10,0,10,10
hs99,0,7,0,0,0,0,7,10,10,0,0,10,3,0,2,10,0,10,0
hs1544,0,1,0,0,0,6,1,0,10,0,0,10,10,0,3,10,0,10,0
hs12070,0,0,0,0,0,10,1,0,10,0,0,10,10,3,3,10,0,10,0
hs3160,0,7,0,0,0,0,7,10,10,0,0,10,3,0,2,10,0,10,0
hs1168,0,4,0,0,0,3,1,0,10,0,0,10,10,4,7,10,0,10,0
hs14070,0,9,0,0,0,0,7,10,10,0,0,10,1,3,6,10,0,10,0
hs2734,0,4,0,0,0,2,7,0,10,0,0,10,10,7,8,10,0,10,0
hs3000,0,6,0,0,0,0,7,0,10,0,0,10,10,0,6,10,0,10,0
hs6587,0,3,0,0,0,5,1,0,10,0,0,10,10,1,4,10,0,10,0
hs9746,0,6,0,0,0,0,1,0,10,0,0,10,10,4,7,10,0,10,0
hs275,2,4,0,0,0,4,1,0,10,0,0,10,10,10,10,10,0,10,0
hs891,0,8,0,0,0,0,7,10,10,0,0,10,2,1,7,10,0,10,0
hs18480,0,5,0,0,0,0,7,10,10,0,0,10,5,5,5,10,0,10,0
hs1643,0,6,0,0,0,0,7,0,10,0,0,10,10,0,7,10,0,10,0
hs4820,0,6,0,0,0,0,9,10,10,10,0,10,4,1,6,10,10,10,0
hs10412,0,3,0,10,0,0,7,0,10,0,0,10,10,5,6,10,0,10,0
hs12208,0,6,0,0,0,0,1,0,10,0,0,10,10,1,7,10,0,10,0
hs1244,0,6,0,0,0,1,7,0,10,0,0,10,10,6,7,10,0,10,0
hs16699,1,7,0,0,0,0,7,0,10,0,0,10,10,4,6,10,0,10,0
hs6731,0,6,0,0,0,0,7,0,10,0,0,10,10,6,7,10,0,10,0
hs478,0,3,0,0,0,2,7,0,10,0,0,10,10,0,4,10,0,10,0
hs11943,0,6,0,0,0,1,7,0,10,0,0,10,10,5,6,10,0,10,0
hs9386,0,5,0,0,0,3,1,0,10,0,0,10,10,2,5,10,0,10,0
hs8825,0,10,0,0,0,0,1,10,10,0,0,10,0,7,8,10,0,10,10
hs10422,0,5,0,0,0,0,7,0,10,0,0,10,10,3,7,10,0,10,0
hs17603,0,8,0,0,0,2,1,0,10,0,0,10,10,6,7,10,0,10,0
hs13943,0,6,0,0,0,4,1,0,10,0,0,10,10,7,7,10,0,10,0
hs2761,0,1,0,0,0,6,1,0,10,0,0,10,10,3,5,10,0,10,0
hs6953,0,8,0,0,0,1,7,0,10,0,0,10,10,2,7,10,0,10,0
hs12778,0,4,0,0,0,2,1,0,10,0,0,10,10,5,7,10,0,10,0
hs465,0,6,0,0,0,2,1,0,10,0,0,10,10,3,7,10,0,10,0
hs3868,0,3,0,0,0,3,1,0,10,0,0,10,10,2,7,10,0,10,0
hs4813,0,5,0,0,0,2,7,0,10,0,0,10,10,3,6,10,0,10,0
hs771,0,4,0,0,0,4,1,0,10,0,0,10,10,3,7,10,0,10,0
hs17139,0,5,0,0,0,2,1,0,10,0,0,10,10,4,5,10,0,10,0
hs410,0,4,0,0,0,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs6942,0,2,0,0,0,5,1,0,10,0,0,10,10,7,8,10,0,10,0
hs17188,0,3,0,0,0,3,7,0,10,0,0,10,10,8,8,10,0,10,0
hs7465,0,9,0,0,0,1,7,0,10,0,0,10,10,7,8,10,0,10,0
hs3895,0,4,0,0,0,0,1,10,10,0,0,10,6,3,3,10,0,10,10
hs7686,0,10,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs14476,2,6,10,10,10,10,1,0,10,0,0,10,10,5,6,10,0,10,0
hs10303,0,5,0,0,0,4,1,0,10,0,0,10,10,4,7,10,0,10,0
hs4386,1,5,0,10,10,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs722,1,4,0,0,0,4,1,0,10,0,0,10,10,1,7,10,0,10,0
hs1782,0,6,0,0,0,4,1,0,10,0,0,10,10,1,7,10,0,10,0
hs2321,0,2,0,0,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs1233,0,0,0,0,0,6,1,0,10,0,0,10,10,10,10,10,0,10,0
hs8276,0,1,0,0,0,10,1,0,10,0,0,10,10,6,6,10,0,10,0
hs9327,0,2,0,0,0,4,1,0,10,0,0,10,10,3,7,10,0,10,0
hs1426,0,1,0,0,0,6,1,0,10,0,0,10,10,4,7,10,0,10,0
hs6880,0,1,0,0,0,10,1,0,10,0,0,10,10,3,4,10,0,10,0
hs1407,0,0,0,0,0,10,1,0,10,0,0,10,10,0,5,10,0,10,0
hs9595,0,0,0,0,0,10,1,0,10,0,0,10,10,8,8,10,0,10,0
hs7925,0,0,0,0,0,0,1,0,10,0,0,10,10,0,7,10,0,10,0
hs9808,0,8,0,0,0,0,7,10,10,0,0,10,2,1,3,10,0,10,0
hs9151,0,8,0,0,0,0,7,10,10,0,0,10,2,1,3,10,0,10,0
hs8890,0,5,0,0,0,0,7,10,10,0,0,10,5,6,7,10,0,10,0
hs9778,0,7,0,0,0,1,7,0,10,0,0,10,10,2,7,10,0,10,0
hs6854,0,0,0,0,0,0,7,0,10,0,0,10,10,0,5,10,0,10,0
hs14086,0,7,0,0,0,0,7,10,10,0,0,10,3,10,10,10,0,10,0
hs7045,0,0,0,0,0,1,7,0,10,0,0,10,10,4,6,10,0,10,0
hs6892,0,0,0,0,0,1,7,0,10,0,0,10,10,4,5,10,0,10,0
hs2364,0,4,0,0,0,0,7,10,10,0,0,10,6,1,6,10,0,10,0
hs13794,0,1,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs6732,0,8,0,0,0,0,7,10,10,0,0,10,2,3,5,10,0,10,0
hs925,0,6,0,10,0,0,7,10,10,0,0,10,4,0,0,10,0,10,0
hs11883,0,7,0,0,0,0,1,0,10,0,0,10,10,3,7,10,0,10,0
hs2602,0,8,0,0,0,0,7,10,10,0,0,10,2,0,6,10,0,10,0
hs4002,0,10,0,0,0,0,7,10,10,0,0,10,0,0,5,10,0,10,0
hs15554,0,2,0,0,0,3,7,0,10,0,0,10,10,5,5,10,0,10,0
hs4572,0,0,0,0,0,4,1,0,10,0,0,10,10,8,8,10,0,10,0
hs19829,0,0,0,0,0,1,1,10,10,0,0,10,10,8,8,10,0,0,0
hs267,0,6,0,0,0,0,7,10,10,0,0,10,4,3,6,10,0,10,0
hs1938,0,8,0,0,0,2,1,0,10,0,0,10,10,0,6,10,0,10,0
hs4217,0,8,0,0,0,0,7,0,10,0,0,10,10,2,7,10,0,10,0
hs7022,0,5,0,0,0,0,1,10,10,0,0,10,5,10,10,10,0,10,10
hs490,0,6,0,0,10,0,7,10,10,0,0,10,4,7,8,10,0,10,0
hs1940,0,0,0,0,0,1,7,0,10,0,0,10,10,0,4,10,0,10,0
hs4311,0,10,0,0,0,0,7,10,10,0,0,10,0,4,5,10,0,10,0
hs13420,0,7,0,0,0,0,7,0,10,0,0,10,10,2,4,10,0,10,0
hs16600,0,0,0,0,0,2,1,0,10,0,0,10,10,5,7,10,0,10,0
hs14879,0,2,0,0,0,1,1,0,10,0,0,10,10,10,10,10,0,10,0
hs4550,0,10,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs6207,0,6,0,0,0,1,7,10,10,0,0,10,4,10,10,10,0,10,0
hs3682,0,2,0,10,0,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs15060,0,8,0,0,0,3,1,0,10,0,0,10,10,6,8,10,0,10,0
hs10216,0,10,0,0,0,5,1,0,10,0,0,10,10,10,10,10,0,10,0
hs9544,0,9,0,0,0,0,7,0,10,0,0,10,10,4,5,10,0,10,0
hs17728,0,1,0,0,0,4,1,0,10,0,0,10,10,4,5,10,0,10,0
hs8874,0,4,0,0,10,0,1,10,10,0,0,10,6,10,10,10,0,10,10
hs5807,0,6,0,0,0,0,7,10,10,0,0,10,4,3,7,10,0,10,0
hs9436,0,7,0,0,0,0,7,10,10,0,0,10,3,8,8,10,0,10,0
hs16404,0,3,0,0,0,0,7,10,10,0,0,10,7,10,10,10,0,10,0
hs13141,0,6,0,0,0,0,7,10,10,0,0,10,4,5,5,10,0,10,0
hs12855,0,4,0,0,0,4,1,0,10,0,0,10,10,5,5,10,0,10,0
hs7076,3,10,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs4806,0,0,0,0,0,2,1,0,10,0,0,10,10,7,7,10,0,10,0
hs2666,0,10,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs3309,1,6,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs7419,1,9,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs13372,0,5,0,0,0,0,1,0,10,0,0,10,10,2,5,10,0,10,0
hs12386,0,10,0,0,0,0,1,10,10,0,0,10,0,7,7,10,0,10,10
hs16294,0,7,0,0,0,0,7,10,10,0,0,10,3,3,7,10,0,10,0
hs1097,0,5,0,0,0,1,1,10,10,0,0,10,5,6,8,10,0,10,10
hs8364,0,8,0,0,0,0,7,10,10,0,0,10,2,1,6,10,0,10,0
hs17093,0,10,0,0,0,1,1,0,10,0,0,10,10,4,6,10,0,10,0
hs16786,1,5,0,0,0,1,1,0,10,0,0,10,10,3,5,10,0,10,0
hs4003,0,5,0,0,0,0,1,10,10,0,0,10,5,5,6,10,0,10,10
hs10164,0,6,0,0,0,1,7,10,10,0,0,10,4,6,7,10,0,10,0
hs9511,0,5,0,0,0,0,7,0,10,0,0,10,10,2,3,10,0,10,0
hs13001,0,5,0,0,0,2,1,10,10,0,0,10,5,3,4,10,0,10,10
hs12923,0,3,0,0,0,2,7,0,10,0,0,10,10,4,7,10,0,10,0
hs8232,0,3,0,0,0,1,1,0,10,0,0,10,10,7,8,10,0,10,0
hs5404,0,2,0,0,0,4,1,0,10,0,0,10,10,2,3,10,0,10,0
hs6655,0,10,0,0,0,3,1,0,10,0,0,10,10,8,8,10,0,10,0
hs2352,1,1,0,0,10,10,1,0,10,0,0,10,10,0,2,10,0,10,0
hs5387,0,5,0,0,0,2,7,0,10,0,0,10,10,2,2,10,0,10,0
hs11643,0,6,10,0,0,4,1,0,10,0,0,10,10,5,7,10,0,10,0
hs5501,0,0,0,0,0,0,1,10,10,0,0,10,10,6,7,10,0,0,0
hs8736,0,9,0,0,0,0,7,10,10,0,0,10,1,1,3,10,0,10,0
hs3710,0,7,0,0,0,0,7,10,10,0,0,10,3,3,6,10,0,10,0
hs5340,0,9,0,0,0,0,7,10,10,0,0,10,1,0,7,10,0,10,0
hs6792,0,10,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs649,0,10,0,0,0,0,7,0,10,0,0,10,10,0,3,10,0,10,0
hs3670,0,0,0,0,0,4,1,10,10,0,0,10,10,0,0,10,0,0,0
hs3018,0,8,10,10,0,0,7,10,10,0,0,10,2,5,7,10,0,10,0
hs14461,0,5,0,0,0,1,1,0,10,0,0,10,10,4,7,10,0,10,0
hs16691,0,9,0,0,0,1,7,0,10,0,0,10,10,10,10,10,0,10,0
hs11749,0,10,0,0,0,0,7,0,10,0,0,10,10,2,5,10,0,10,0
hs966,0,10,0,0,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs7662,0,8,0,0,0,0,7,10,10,0,0,10,2,1,6,10,0,10,0
hs16438,0,10,0,0,0,1,7,0,10,0,0,10,10,4,5,10,0,10,0
hs11929,0,10,0,0,0,0,7,10,10,0,0,10,0,8,8,10,0,10,0
hs11238,0,9,0,0,0,2,7,0,10,0,0,10,10,8,8,10,0,10,0
hs16703,0,8,0,0,0,0,7,10,10,0,0,10,2,4,6,10,0,10,0
hs2698,0,10,0,0,0,1,7,0,10,0,0,10,10,5,6,10,0,10,0
hs669,0,7,0,0,0,2,1,0,10,0,0,10,10,0,3,10,0,10,0
hs6490,0,9,0,0,0,1,1,0,10,0,0,10,10,2,2,10,0,10,0
hs7200,0,0,0,0,0,6,0,0,10,0,0,10,10,1,1,10,0,10,0
hs1610,0,1,0,0,0,3,1,0,10,0,0,10,10,0,3,10,0,10,0
hs21765,0,6,0,0,0,4,7,0,10,0,0,10,10,6,7,10,0,10,0
hs65,0,3,0,0,0,2,1,0,10,0,0,10,10,0,4,10,0,10,0
hs186,0,4,0,10,0,1,7,0,10,0,0,10,10,3,7,10,0,10,0
hs1891,0,3,0,10,0,2,7,0,10,0,0,10,10,1,3,10,0,10,0
hs15764,0,5,0,0,0,3,1,0,10,0,0,10,10,10,10,10,0,10,0
hs973,0,3,0,0,0,4,1,0,10,0,0,10,10,7,8,10,0,10,0
hs12303,0,9,0,0,0,0,1,10,10,0,0,10,1,10,10,10,0,10,10
hs16030,1,8,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs1101,0,4,0,0,0,2,7,0,10,0,0,10,10,0,3,10,0,10,0
hs8679,0,6,0,0,0,2,1,0,10,0,0,10,10,8,8,10,0,10,0
hs379,0,5,0,0,0,0,7,0,10,0,0,10,10,0,6,10,0,10,0
hs28,0,1,0,10,10,10,0,0,10,0,0,10,10,0,0,10,0,10,0
hs7284,0,0,0,0,0,4,1,0,10,0,0,10,10,2,2,10,0,10,0
hs4612,1,4,0,0,0,3,1,0,10,0,0,10,10,7,8,10,0,10,0
hs4335,0,2,0,10,0,10,0,0,10,0,0,10,10,1,2,10,0,10,0
hs1420,0,0,0,0,0,2,7,0,10,0,0,10,10,7,8,10,0,10,0
hs8857,0,9,0,0,0,0,7,0,10,0,0,10,10,1,4,10,0,10,0
hs18826,0,7,0,0,0,0,1,0,10,0,0,10,10,4,7,10,0,10,0
hs19564,0,1,0,0,0,0,7,10,10,0,0,10,9,10,10,10,0,10,0
hs4060,0,8,0,0,0,0,7,0,10,0,0,10,10,0,0,10,0,10,0
hs193,0,0,0,0,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs11942,0,7,0,0,0,0,7,10,10,0,0,10,3,7,7,10,0,10,0
hs16463,0,6,0,0,0,1,7,0,10,0,0,10,10,4,7,10,0,10,0
hs1360,0,9,0,0,0,0,7,0,10,0,0,10,10,0,6,10,0,10,0
hs13915,0,2,0,0,0,2,1,10,10,0,0,10,8,6,6,10,0,10,10
hs15104,0,0,0,0,0,0,1,10,10,0,0,10,10,3,3,10,0,0,0
hs6875,0,2,0,0,0,3,1,0,10,0,0,10,10,1,4,10,0,10,0
hs7066,0,3,0,0,0,3,1,0,10,0,0,10,10,1,4,10,0,10,0
hs8481,0,8,0,0,0,0,7,0,10,0,0,10,10,1,6,10,0,10,0
hs8688,0,6,0,0,0,0,1,0,10,0,0,10,10,1,6,10,0,10,0
hs5889,0,8,0,0,0,0,7,10,10,0,0,10,2,2,6,10,0,10,0
hs4379,0,5,0,0,0,4,7,0,10,0,0,10,10,5,6,10,0,10,0
hs4287,0,4,0,0,0,0,7,10,10,0,0,10,6,7,8,10,0,10,0
hs4810,0,5,0,0,0,1,1,10,10,0,0,10,5,8,8,10,0,10,10
hs7761,0,5,0,0,0,0,7,10,10,0,0,10,5,2,6,10,0,10,0
hs8854,0,6,0,0,10,0,7,10,10,0,0,10,4,1,6,10,0,10,0
hs15540,0,0,0,0,0,3,7,0,10,0,0,10,10,10,10,10,0,10,0
hs8149,0,6,0,0,0,0,7,10,10,0,0,10,4,2,6,10,0,10,0
hs9065,0,5,0,0,0,1,1,0,10,0,0,10,10,2,6,10,0,10,0
hs9045,1,7,0,0,0,2,1,0,10,0,0,10,10,1,6,10,0,10,0
hs7654,0,5,0,0,0,0,7,10,10,0,0,10,5,8,8,10,0,10,0
hs8588,0,6,0,0,0,2,7,0,10,0,0,10,10,4,7,10,0,10,0
hs1822,0,6,0,0,0,2,7,0,10,0,0,10,10,0,6,10,0,10,0
hs18189,0,6,0,0,0,0,7,10,10,0,0,10,4,10,10,10,0,10,0
hs4937,0,5,0,0,0,2,7,0,10,0,0,10,10,2,6,10,0,10,0
hs312,0,8,0,0,0,0,7,10,10,0,0,10,2,7,8,10,0,10,0
hs181,0,8,0,0,0,0,7,0,10,0,0,10,10,0,5,10,0,10,0
hs6986,0,0,0,0,0,2,7,10,10,0,0,10,10,4,7,10,0,10,0
hs9387,0,4,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs9248,0,5,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs8939,0,5,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs2264,0,4,0,0,0,0,1,10,10,0,0,10,6,0,6,10,0,10,10
hs2358,0,5,0,0,0,0,1,10,10,0,0,10,5,7,8,10,0,10,10
hs7335,0,10,0,0,0,0,1,0,10,0,0,10,10,6,7,10,0,10,0
hs2354,0,6,0,0,0,0,7,0,10,0,0,10,10,0,5,10,0,10,0
hs6473,0,7,0,0,0,0,1,10,10,0,0,10,3,7,7,10,0,10,10
hs13813,0,9,0,0,0,0,7,10,10,0,0,10,1,4,8,10,0,10,0
hs21394,0,8,0,0,0,0,7,0,10,0,0,10,10,6,6,10,0,10,0
hs4606,0,7,0,0,0,1,1,0,10,0,0,10,10,3,6,10,0,10,0
hs11926,0,9,0,0,0,0,7,10,10,0,0,10,1,2,7,10,0,10,0
hs5929,0,6,0,0,0,1,7,0,10,0,0,10,10,3,6,10,0,10,0
hs5975,0,4,0,0,0,0,7,10,10,0,0,10,6,3,5,10,0,10,0
hs9333,0,6,0,0,0,1,1,0,10,0,0,10,10,2,7,10,0,10,0
hs9805,0,8,0,0,0,0,1,0,10,0,0,10,10,3,7,10,0,10,0
hs2774,0,8,0,0,0,0,7,0,10,0,0,10,10,1,7,10,0,10,0
hs6381,0,7,0,0,0,0,7,10,10,0,0,10,3,0,6,10,0,10,0
hs19545,0,5,0,0,0,0,7,0,10,0,0,10,10,5,6,10,0,10,0
hs5608,0,8,0,0,0,1,7,10,10,0,0,10,2,2,6,10,0,10,0
hs5838,0,8,0,0,0,1,7,0,10,0,0,10,10,2,6,10,0,10,0
hs1228,0,7,0,0,0,1,7,0,10,0,0,10,10,4,7,10,0,10,0
hs1930,0,0,0,0,0,0,7,0,10,0,0,10,10,1,6,10,0,10,0
hs10098,0,7,0,0,10,0,7,10,10,0,0,10,3,4,8,10,0,10,0
hs6772,0,9,0,0,0,0,7,0,10,0,0,10,10,4,8,10,0,10,0
hs18788,0,10,0,0,0,0,1,0,10,0,0,10,10,10,10,10,0,10,0
hs9724,0,0,0,0,0,1,7,0,10,0,0,10,10,1,6,10,0,10,0
hs17039,0,3,0,0,0,4,1,0,10,0,0,10,10,5,6,10,0,10,0
hs1005,0,7,0,0,0,0,7,0,10,0,0,10,10,0,6,10,0,10,0
hs7243,0,6,0,0,10,0,7,10,10,0,0,10,4,0,6,10,0,10,0
hs3124,0,8,0,0,0,0,9,10,10,10,0,10,2,0,7,10,10,10,0
hs16766,0,3,0,0,0,1,7,0,10,0,0,10,10,4,6,10,0,10,0
hs11918,0,8,0,0,0,0,7,0,10,0,0,10,10,3,7,10,0,10,0
hs6937,0,10,0,0,0,0,1,0,10,0,0,10,10,1,5,10,0,10,0
hs1128,0,7,0,0,0,1,7,0,10,0,0,10,10,5,7,10,0,10,0
hs279,0,5,0,0,0,1,7,10,10,0,0,10,5,2,7,10,0,10,0
hs3312,0,4,0,0,0,1,7,0,10,0,0,10,10,1,6,10,0,10,0
hs8227,0,7,0,0,0,1,1,0,10,0,0,10,10,2,7,10,0,10,0
hs2586,0,7,0,0,0,0,7,10,10,0,0,10,3,0,7,10,0,10,0
hs10899,0,10,0,10,0,1,7,0,10,0,0,10,10,3,6,10,0,10,0
hs9081,0,4,0,0,0,2,1,10,10,0,0,10,6,3,6,10,0,10,10
hs21450,0,1,0,0,0,3,7,0,10,0,0,10,10,6,6,10,0,10,0
hs3970,0,0,0,0,0,5,1,10,10,0,0,10,10,2,2,10,0,0,0
hs4505,0,0,0,0,0,4,1,0,10,0,0,10,10,4,7,10,0,10,0
hs14505,0,0,0,0,0,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs1705,0,1,0,0,0,5,7,0,10,0,0,10,10,0,5,10,0,10,0
hs8794,0,8,0,0,0,0,7,10,10,0,0,10,2,1,3,10,0,10,0
hs8889,0,7,0,0,0,0,7,0,10,0,0,10,10,2,6,10,0,10,0
hs9488,0,8,0,0,0,0,7,10,10,0,0,10,2,5,6,10,0,10,0
hs134,0,5,0,0,0,0,1,0,10,0,0,10,10,6,7,10,0,10,0
hs2871,0,7,0,0,0,0,7,0,10,0,0,10,10,7,8,10,0,10,0
hs6461,0,4,0,0,0,1,1,0,10,0,0,10,10,10,10,10,0,10,0
hs244,1,8,0,0,0,2,1,0,10,0,0,10,10,10,10,10,0,10,0
hs10737,0,6,0,0,0,1,1,10,10,0,0,10,4,7,7,10,0,10,10
hs5548,0,9,0,0,0,0,7,0,10,0,0,10,10,0,3,10,0,10,0
hs3440,0,5,0,0,0,1,1,10,10,0,0,10,5,3,5,10,0,10,10
hs624,0,8,0,0,0,2,1,0,10,0,0,10,10,0,0,10,0,10,0
hs994,0,0,0,0,0,0,7,0,10,0,0,10,10,4,6,10,0,10,0
hs3827,0,0,0,0,0,0,7,0,10,0,0,10,10,1,4,10,0,10,0
hs8151,0,8,0,0,0,2,7,0,10,0,0,10,10,2,6,10,0,10,0
hs1125,0,4,0,0,0,1,7,10,10,0,0,10,6,1,7,10,0,10,0
hs2260,0,6,0,0,0,1,1,10,10,0,0,10,4,0,7,10,0,10,10
hs7903,1,2,0,0,10,10,0,0,10,0,0,10,10,8,8,10,0,10,0
hs589,0,8,0,0,0,0,7,0,10,0,0,10,10,0,1,10,0,10,0
hs15409,0,0,0,0,0,4,0,0,10,0,0,10,10,10,10,10,0,10,0
hs6934,0,6,0,0,0,2,1,0,10,0,0,10,10,2,7,10,0,10,0
hs4326,0,7,0,0,0,0,7,10,10,0,0,10,3,10,10,10,0,10,0
hs11786,0,0,0,0,0,2,1,0,10,0,0,10,10,6,7,10,0,10,0
hs1468,0,10,0,0,0,2,1,0,10,0,0,10,10,7,7,10,0,10,0
hs1574,0,0,0,0,0,0,7,0,10,0,0,10,10,7,7,10,0,10,0
hs4771,0,0,0,0,0,1,1,0,10,0,0,10,10,0,1,10,0,10,0
hs2641,0,5,0,0,0,0,1,10,10,0,0,10,5,0,6,10,0,10,10
hs11857,0,0,0,0,0,1,1,0,10,0,0,10,10,3,6,10,0,10,0
hs2525,0,0,0,0,0,0,7,0,10,0,0,10,10,6,7,10,0,10,0
hs17914,0,3,0,0,0,3,1,10,10,0,0,10,7,6,7,10,0,10,10
hs11264,1,2,0,0,0,5,1,0,10,0,0,10,10,4,7,10,0,10,0
hs8848,0,0,0,0,0,3,1,0,10,0,0,10,10,6,7,10,0,10,0
hs1455,0,9,0,0,0,0,7,0,10,0,0,10,10,0,6,10,0,10,0
hs6869,4,9,0,0,0,4,1,0,10,0,0,10,10,7,7,10,0,10,0
hs3978,0,8,0,0,0,0,7,10,10,0,0,10,2,0,2,10,0,10,0
hs7640,1,0,0,0,10,10,0,0,10,0,0,10,10,3,4,10,0,10,0
hs8377,0,4,0,0,0,0,7,0,10,0,0,10,10,6,7,10,0,10,0
hs18001,0,6,0,0,0,0,1,10,10,0,0,10,4,7,7,10,0,10,10
hs345,0,8,0,0,0,0,7,10,10,0,0,10,2,0,4,10,0,10,0
hs21582,0,8,0,0,0,0,7,10,10,0,0,10,2,7,7,10,0,10,0
hs10263,0,8,0,0,0,1,1,10,10,0,0,10,2,4,7,10,0,10,10
hs11575,0,8,0,0,0,0,7,0,10,0,0,10,10,5,7,10,0,10,0
hs17999,0,7,0,0,0,1,7,0,10,0,0,10,10,4,7,10,0,10,0
hs7072,0,6,0,0,10,3,1,0,10,0,0,10,10,7,7,10,0,10,0
hs12275,0,1,0,0,0,4,1,0,10,0,0,10,10,6,7,10,0,10,0
hs7021,0,9,0,0,0,0,7,10,10,0,0,10,1,0,6,10,0,10,0
hs13863,0,7,0,0,0,0,7,0,10,0,0,10,10,4,8,10,0,10,0
hs4266,0,9,0,0,0,0,7,10,10,0,0,10,1,1,7,10,0,10,0
hs2699,0,9,0,0,0,0,9,10,10,10,0,10,1,1,4,10,10,10,0
hs5471,0,9,0,0,0,0,7,10,10,0,0,10,1,0,6,10,0,10,0
hs1713,0,7,0,0,0,0,7,10,10,0,0,10,3,1,6,10,0,10,0
hs1263,0,9,0,0,0,0,7,0,10,0,0,10,10,0,2,10,0,10,0
hs4858,0,7,0,0,0,0,7,10,10,0,0,10,3,0,6,10,0,10,0
